budget_FLOPs,L_ctx,quality_cost,Q0_B,N_star_B,D_star_B,Q_star_B,predicted_loss,C_train_FLOPs,C_attention_FLOPs,C_quality_FLOPs,C_used_FLOPs,C_unused_fraction,train_fraction_of_used,attention_fraction_of_used,quality_fraction_of_used,Q_active,N_lower_active,N_upper_active,D_lower_active,D_upper_active,support_saturated,active_set
1.2915496650148826e+20,2048,exponential,0.4,1.1135594703534581,12.172890778135434,0.9802195940076304,2.6708828562869824,8.133142684542594e+19,5.552225405981078e+18,4.2271314250081214e+19,1.2915496650148821e+20,3.3306690738754696e-16,0.6297197006705024,0.042988864899106305,0.32729143443039127,interior,False,False,False,False,False,Q:interior|Nmin:0|Nmax:0|Dmin:0|Dmax:0
1.6681005372000557e+20,2048,exponential,0.4,1.2522362690128737,13.958545039642669,1.0,2.627434581895442,1.0487637816774174e+20,7.159560749584503e+18,5.477411480267933e+19,1.6681005372000557e+20,0.0,0.6287173694205452,0.04292043908577589,0.3283621914936789,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
2.1544346900318778e+20,2048,exponential,0.4,1.3623384958999898,17.022894262443813,1.0,2.5861275013479363,1.3914566499217362e+20,9.499010730132386e+18,6.6798793280881795e+19,2.1544346900318778e+20,0.0,0.6458569648732995,0.044090502135350575,0.3100525329913501,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
2.7825594022071144e+20,2048,exponential,0.4,1.484075310069577,20.709136754590503,1.0,2.5470390776218967,1.8440351130205304e+20,1.2588613038220155e+19,8.126381588043824e+19,2.7825594022071144e+20,0.0,0.6627118585708717,0.04524112954510484,0.2920470118840235,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
3.5938136638046405e+20,2048,exponential,0.4,1.618848175023941,25.131167899785474,1.0,2.510024590469662,2.4410127174472774e+20,1.666398015110675e+19,9.861611448462954e+19,3.5938136638046405e+20,0.0,0.6792262887840061,0.046368514647654825,0.2744051965683391,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
4.641588833612792e+20,2048,exponential,0.4,1.7682374488721553,30.421186300076595,1.0,2.474949531749002,3.22751285129472e+20,2.2033154398171955e+19,1.1937444383363521e+20,4.641588833612791e+20,1.1102230246251565e-16,0.6953465649353042,0.047468992166250105,0.2571844428984457,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
5.994842503189421e+20,2048,exponential,0.4,1.9340246189973544,36.73224745765964,1.0,2.441688925585489,4.262464253653004e+20,2.9098422638271173e+19,1.4413940231537056e+20,5.994842503189421e+20,0.0,0.711021891131461,0.0485390944345744,0.24043901443396457,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
7.742636826811277e+20,2048,exponential,0.4,2.1182167896079367,44.241165282551734,1.0,2.410126692307942,5.622742745599251e+20,3.838459047662422e+19,1.736048176445784e+20,7.742636826811278e+20,0.0,0.7262051509543574,0.04957560497181746,0.22421924407382504,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
1e+21,2048,exponential,0.4,2.3230757831585813,53.15178749026019,1.0,2.3801550524200574,7.40853782101288e+20,5.057561819144793e+19,2.0857059970726402e+20,1e+21,0.0,0.740853782101288,0.05057561819144794,0.20857059970726402,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
1.2915496650148828e+21,2048,exponential,0.4,2.55114892440084,63.69875787634032,1.0,2.3516739671846336,9.750301058513708e+20,6.656205522612026e+19,2.4995750393739153e+20,1.2915496650148828e+21,0.0,0.7549304004814522,0.051536582006200475,0.19353301751234725,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
1.6681005372000557e+21,2048,exponential,0.4,2.8053038627950264,76.15182515343582,1.0,2.32459061272626,1.28177405557095e+21,8.750244219364352e+19,2.9882403943546225e+20,1.6681005372000557e+21,0.0,0.768403358782221,0.05245633595953295,0.1791403052582461,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
2.154434690031878e+21,2048,exponential,0.4,3.088768028703206,90.82078657798347,1.0,2.2988188849013125,1.6831460515425157e+21,1.1490277045196908e+20,3.563858680373934e+20,2.1544346900318781e+21,0.0,0.78124719181792,0.05333314162810334,0.1654196665539767,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
2.7825594022071144e+21,2048,exponential,0.4,3.4051718516041056,108.06120695796314,1.0,2.2742789325347372,2.207801881101731e+21,1.507192750832115e+20,4.240382460221718e+20,2.7825594022071144e+21,0.0,0.793442856727699,0.054165699019277584,0.15239144425302348,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
3.59381366380464e+21,2048,exponential,0.4,3.7585984317268566,128.28099323504986,1.0,2.250896716972723,2.8929404399617316e+21,1.9749140070138757e+20,5.0338182314152034e+20,3.5938136638046397e+21,1.1102230246251565e-16,0.8049778621240705,0.05495315538766988,0.14006898248825966,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
4.641588833612792e+21,2048,exponential,0.4,4.153637236973806,151.9480477590981,1.0,2.2286035962383552,3.786822415545985e+21,2.585137435679392e+20,5.962526744988675e+20,4.641588833612791e+21,2.220446049250313e-16,0.8158461577042582,0.05569509769927736,0.12845874459646459,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
5.994842503189421e+21,2048,exponential,0.4,4.595446545438931,179.5990608640011,1.0,2.207335932392038,4.952027302869301e+21,3.38058397209211e+20,7.04756803110908e+20,5.99484250318942e+21,2.220446049250313e-16,0.8260479404145626,0.056391539398967475,0.11756052018646997,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
7.742636826811278e+21,2048,exponential,0.4,5.089820506792343,211.84977611974725,1.0,2.1870347209788146,6.469664009121939e+21,4.416623963560577e+20,8.313104213332827e+20,7.742636826811278e+21,0.0,0.8355892383740282,0.05704289200633366,0.10736786961963822,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
1e+22,2048,exponential,0.4,5.643267845537445,249.4067501683259,1.0,2.1676452416811185,8.444814562109427e+21,5.76499340773337e+20,9.786860971172366e+20,1e+22,0.0,0.8444814562109426,0.057649934077333695,0.09786860971172365,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
1.2915496650148827e+22,2048,exponential,0.4,6.263097263430106,293.08104210056825,1.0,2.1491167294814786,1.1013570436459877e+22,7.518597417956611e+20,1.1500664718932894e+21,1.2915496650148829e+22,0.0,0.8527407605601419,0.05821376925423903,0.08904547018561898,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
1.6681005372000558e+22,2048,exponential,0.4,8.065890944668133,299.8929968069652,1.0,2.1318613691354824,1.451342524388814e+22,9.907831633160971e+20,1.1767969647963225e+21,1.668100537200056e+22,0.0,0.870056985189229,0.059395890188918034,0.07054712462185299,upper,False,False,False,True,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:1
2.154434690031878e+22,2048,exponential,0.4,10.595989937932337,299.8929973448237,1.0,2.1164409603233696,1.9065979093932728e+22,1.301570839479141e+21,1.1767969669069096e+21,2.154434690031878e+22,0.0,0.8849643566429308,0.06041356674682408,0.05462207661024513,upper,False,False,False,True,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:1
2.7825594022071145e+22,2048,exponential,0.4,11.965825000000002,299.893,1.0,2.110016773935405,2.153080294035e+22,1.4698361473945601e+21,1.1767969773259706e+21,2.417743606507053e+22,0.13110799913586435,0.8905329284049206,0.06079371457910926,0.048673357015970156,upper,False,True,False,True,True,Q:upper|Nmin:0|Nmax:1|Dmin:0|Dmax:1
3.5938136638046404e+22,2048,exponential,0.4,11.965825000000002,299.893,1.0,2.110016773935405,2.153080294035e+22,1.4698361473945601e+21,1.1767969773259706e+21,2.417743606507053e+22,0.32724847955876624,0.8905329284049206,0.06079371457910926,0.048673357015970156,upper,False,True,False,True,True,Q:upper|Nmin:0|Nmax:1|Dmin:0|Dmax:1
4.641588833612792e+22,2048,exponential,0.4,11.965825000000002,299.893,1.0,2.110016773935405,2.153080294035e+22,1.4698361473945601e+21,1.1767969773259706e+21,2.417743606507053e+22,0.4791129302538423,0.8905329284049206,0.06079371457910926,0.048673357015970156,upper,False,True,False,True,True,Q:upper|Nmin:0|Nmax:1|Dmin:0|Dmax:1
5.994842503189421e+22,2048,exponential,0.4,11.965825000000002,299.893,1.0,2.110016773935405,2.153080294035e+22,1.4698361473945601e+21,1.1767969773259706e+21,2.417743606507053e+22,0.5966960591173585,0.8905329284049206,0.06079371457910926,0.048673357015970156,upper,False,True,False,True,True,Q:upper|Nmin:0|Nmax:1|Dmin:0|Dmax:1
7.742636826811278e+22,2048,exponential,0.4,11.965825000000002,299.893,1.0,2.110016773935405,2.153080294035e+22,1.4698361473945601e+21,1.1767969773259706e+21,2.417743606507053e+22,0.6877364054923942,0.8905329284049206,0.06079371457910926,0.048673357015970156,upper,False,True,False,True,True,Q:upper|Nmin:0|Nmax:1|Dmin:0|Dmax:1
1.0000000000000001e+23,2048,exponential,0.4,11.965825000000002,299.893,1.0,2.110016773935405,2.153080294035e+22,1.4698361473945601e+21,1.1767969773259706e+21,2.417743606507053e+22,0.7582256393492948,0.8905329284049206,0.06079371457910926,0.048673357015970156,upper,False,True,False,True,True,Q:upper|Nmin:0|Nmax:1|Dmin:0|Dmax:1
1.2915496650148827e+23,2048,exponential,0.4,11.965825000000002,299.893,1.0,2.110016773935405,2.153080294035e+22,1.4698361473945601e+21,1.1767969773259706e+21,2.417743606507053e+22,0.8128028931447098,0.8905329284049206,0.06079371457910926,0.048673357015970156,upper,False,True,False,True,True,Q:upper|Nmin:0|Nmax:1|Dmin:0|Dmax:1
1.6681005372000558e+23,2048,exponential,0.4,11.965825000000002,299.893,1.0,2.110016773935405,2.153080294035e+22,1.4698361473945601e+21,1.1767969773259706e+21,2.417743606507053e+22,0.8550600786589704,0.8905329284049206,0.06079371457910926,0.048673357015970156,upper,False,True,False,True,True,Q:upper|Nmin:0|Nmax:1|Dmin:0|Dmax:1
2.1544346900318777e+23,2048,exponential,0.4,11.965825000000002,299.893,1.0,2.110016773935405,2.153080294035e+22,1.4698361473945601e+21,1.1767969773259706e+21,2.417743606507053e+22,0.8877782827349814,0.8905329284049206,0.06079371457910926,0.048673357015970156,upper,False,True,False,True,True,Q:upper|Nmin:0|Nmax:1|Dmin:0|Dmax:1
2.7825594022071144e+23,2048,exponential,0.4,11.965825000000002,299.893,1.0,2.110016773935405,2.153080294035e+22,1.4698361473945601e+21,1.1767969773259706e+21,2.417743606507053e+22,0.9131107999135865,0.8905329284049206,0.06079371457910926,0.048673357015970156,upper,False,True,False,True,True,Q:upper|Nmin:0|Nmax:1|Dmin:0|Dmax:1
3.59381366380464e+23,2048,exponential,0.4,11.965825000000002,299.893,1.0,2.110016773935405,2.153080294035e+22,1.4698361473945601e+21,1.1767969773259706e+21,2.417743606507053e+22,0.9327248479558766,0.8905329284049206,0.06079371457910926,0.048673357015970156,upper,False,True,False,True,True,Q:upper|Nmin:0|Nmax:1|Dmin:0|Dmax:1
4.6415888336127536e+23,2048,exponential,0.4,11.965825000000002,299.893,1.0,2.110016773935405,2.153080294035e+22,1.4698361473945601e+21,1.1767969773259706e+21,2.417743606507053e+22,0.9479112930253838,0.8905329284049206,0.06079371457910926,0.048673357015970156,upper,False,True,False,True,True,Q:upper|Nmin:0|Nmax:1|Dmin:0|Dmax:1
